trade_date,amd_tag,daily_bias_alignment,layer4_d1_bias,layer4_bullish_count,layer4_bearish_count,judas_direction,judas_pips,asian_net_pips,asian_range_pips,reversal_confirmed,dist_candle_count,distribution_direction,distribution_pips,predicted_direction,alignment_correct
2025-10-30,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,13,4,24,false,6,DOWN,14.699999999999713,DOWN,true
2025-10-31,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,2,3,UP,5,-19,27,true,6,UP,4.1999999999997595,DOWN,false
2025-11-03,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_DOWN,1,4,DOWN,7,8,22,false,6,DOWN,19.600000000000726,DOWN,true
2025-11-04,AMD_SHIFTED,CONFLICTED,TRENDING_DOWN,0,5,DOWN,21,-23,33,false,6,UP,7.800000000000029,DOWN,false
2025-11-05,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,1,4,UP,8,3,41,false,6,UP,18.09999999999978,DOWN,false
2025-11-06,AMD_FAILED,CONFLICTED,TRENDING_DOWN,1,4,DOWN,7,2,21,true,6,DOWN,44.39999999999999,UP,false
2025-11-07,AMD_FAILED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,6,0,23,true,6,DOWN,10.200000000000209,UP,false
2025-11-10,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,11,27,37,false,6,DOWN,20.700000000000163,UP,false
2025-11-11,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,3,2,UP,6,-15,21,false,6,UP,2.7999999999994696,UP,true
2025-11-12,AMD_FAILED,CONFLICTED,TRENDING_UP,3,2,UP,7,8,25,false,6,UP,6.399999999999739,DOWN,false
2025-11-13,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,6,39,44,false,6,DOWN,19.899999999999363,UP,false
2025-11-14,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,11,2,27,false,6,UP,25.100000000000122,DOWN,false
2025-11-17,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_DOWN,2,3,DOWN,17,4,25,false,6,DOWN,11.200000000000099,DOWN,true
2025-11-18,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,3,2,UP,14,-7,33,false,6,DOWN,8.900000000000574,UP,false
2025-11-19,AMD_FAILED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,16,-16,33,false,6,DOWN,22.00000000000091,UP,false
2025-11-20,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,8,-15,16,true,6,DOWN,6.099999999999994,DOWN,true
2025-11-21,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,17,-13,22,true,6,DOWN,3.4000000000000696,DOWN,true
2025-11-24,AMD_TEXTBOOK,ALIGNED,TRENDING_UP,3,2,DOWN,18,-1,19,true,6,UP,11.600000000000499,UP,true
2025-11-25,AMD_FAILED,CONFLICTED,TRENDING_UP,3,2,UP,7,-11,21,true,6,DOWN,11.299999999999644,DOWN,true
2025-11-26,AMD_SHIFTED,ALIGNED,TRENDING_UP,4,1,DOWN,10,31,43,false,6,UP,9.700000000000264,UP,true
2025-11-27,AMD_FAILED,ALIGNED,TRENDING_UP,5,0,DOWN,11,9,17,false,6,UP,9.600000000000719,UP,true
2025-11-28,AMD_SHIFTED,CONFLICTED,TRENDING_UP,5,0,UP,6,-14,19,true,6,UP,33.30000000000055,UP,true
2025-12-01,AMD_FAILED,ALIGNED,TRENDING_UP,5,0,DOWN,7,-1,19,true,6,UP,3.9999999999995595,UP,true
2025-12-02,AMD_SHIFTED,ALIGNED,TRENDING_UP,5,0,DOWN,10,14,20,true,6,UP,21.400000000000308,UP,true
2025-12-03,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,5,0,UP,8,4,34,false,6,UP,15.800000000000258,UP,true
2025-12-04,AMD_FAILED,ALIGNED,TRENDING_UP,5,0,DOWN,7,12,14,false,6,UP,3.8000000000004697,UP,true
2025-12-05,AMD_SHIFTED,CONFLICTED,TRENDING_UP,5,0,UP,9,18,24,false,6,UP,11.700000000000044,UP,true
2025-12-08,AMD_FAILED,ALIGNED,TRENDING_UP,4,1,DOWN,3,2,16,false,6,DOWN,18.299999999999983,UP,false
2025-12-09,AMD_SHIFTED,CONFLICTED,TRENDING_UP,4,1,UP,11,11,41,false,6,FLAT,1.4999999999998348,UP,null
2025-12-10,AMD_FAILED,CONFLICTED,TRENDING_UP,4,1,UP,7,8,22,false,6,DOWN,12.299999999999534,DOWN,true
2025-12-11,AMD_NONE,CONFLICTED,TRENDING_UP,3,2,UP,9,-31,52,false,6,UP,20.60000000000062,UP,true
2025-12-12,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,8,7,15,true,6,DOWN,26.100000000000012,DOWN,true
2025-12-15,AMD_FAILED,ALIGNED,TRENDING_DOWN,2,3,UP,6,0,15,true,6,UP,3.0999999999992145,DOWN,false
2025-12-16,AMD_FAILED,ALIGNED,TRENDING_DOWN,1,4,UP,6,-4,25,false,6,UP,4.799999999999249,DOWN,false
2025-12-17,AMD_FAILED,ALIGNED,TRENDING_DOWN,0,5,UP,7,-16,21,true,6,DOWN,2.9999999999996696,DOWN,true
2025-12-18,AMD_FAILED,CONFLICTED,TRENDING_DOWN,1,4,DOWN,5,8,20,true,6,UP,10.799999999999699,UP,true
2025-12-19,AMD_FAILED,ALIGNED,TRENDING_DOWN,2,3,UP,7,-11,23,true,6,FLAT,0.30000000000085514,DOWN,null
2025-12-22,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,3,27,29,true,6,UP,17.80000000000004,UP,true
2025-12-23,AMD_SHIFTED,CONFLICTED,TRENDING_UP,4,1,UP,18,18,23,false,6,FLAT,1.40000000000029,UP,null
2025-12-24,AMD_FAILED,ALIGNED,TRENDING_UP,5,0,DOWN,6,9,20,true,6,FLAT,0.49999999999994493,UP,null
2025-12-25,INSUFFICIENT_DATA,,TRENDING_UP,5,0,,,,,,0,INSUFFICIENT,0,,null
2025-12-26,AMD_FAILED,ALIGNED,TRENDING_UP,5,0,DOWN,5,-3,18,true,6,UP,17.80000000000004,UP,true
2025-12-29,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,4,1,DOWN,19,-2,17,false,6,DOWN,3.8000000000004697,DOWN,true
2025-12-30,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,4,1,DOWN,4,12,26,false,6,DOWN,3.9999999999995595,DOWN,true
2025-12-31,AMD_FAILED,ALIGNED,TRENDING_UP,3,2,DOWN,8,-8,19,false,6,DOWN,15.000000000000568,UP,false
2026-01-01,INSUFFICIENT_DATA,,TRENDING_UP,3,2,,,,,,0,INSUFFICIENT,0,,null
2026-01-02,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,3,2,UP,11,17,25,true,6,DOWN,11.300000000000754,DOWN,true
2026-01-05,AMD_FAILED,,TRENDING_UP,3,2,FLAT,0,-7,24,false,6,UP,32.29999999999955,,null
2026-01-06,AMD_SHIFTED,ALIGNED,TRENDING_UP,4,1,DOWN,14,18,36,false,6,UP,13.199999999999878,UP,true
2026-01-07,AMD_NONE,ALIGNED,TRENDING_UP,3,2,DOWN,5,5,50,false,6,DOWN,10.399999999999299,UP,false
2026-01-08,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,8,-26,35,true,6,UP,5.3000000000003045,UP,true
2026-01-09,AMD_SHIFTED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,6,-17,20,true,6,FLAT,0.49999999999994493,DOWN,null
2026-01-12,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_DOWN,2,3,UP,7,19,24,false,6,UP,12.800000000000589,UP,true
2026-01-13,AMD_FAILED,CONFLICTED,TRENDING_DOWN,1,4,DOWN,6,-3,15,true,6,DOWN,18.799999999999926,UP,false
2026-01-14,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_DOWN,1,4,DOWN,9,12,25,false,6,DOWN,12.799999999999478,DOWN,true
2026-01-15,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,16,1,19,true,6,UP,4.299999999999304,DOWN,false
2026-01-16,AMD_FAILED,ALIGNED,TRENDING_DOWN,2,3,UP,5,-1,12,true,6,DOWN,22.199999999999996,DOWN,true
2026-01-19,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_DOWN,2,3,UP,9,2,24,false,6,UP,14.399999999999968,UP,true
2026-01-20,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,20,34,38,true,6,UP,13.199999999999878,UP,true
2026-01-21,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,4,1,UP,6,21,28,false,6,UP,23.299999999999432,UP,true
2026-01-22,AMD_NONE,ALIGNED,TRENDING_UP,4,1,DOWN,7,49,57,true,6,UP,23.49999999999963,UP,true
2026-01-23,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,5,0,UP,9,4,18,false,6,UP,32.399999999999096,UP,true
2026-01-26,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,4,1,UP,16,-3,22,true,6,UP,17.000000000000348,DOWN,false
2026-01-27,AMD_TEXTBOOK,ALIGNED,TRENDING_UP,4,1,DOWN,14,2,22,true,6,UP,37.8999999999996,UP,true
2026-01-28,AMD_SHIFTED,CONFLICTED,TRENDING_UP,4,1,UP,12,2,42,false,6,DOWN,3.5999999999991594,UP,false
2026-01-29,AMD_NONE,ALIGNED,TRENDING_UP,4,1,DOWN,17,30,73,false,6,DOWN,78.40000000000069,UP,false
2026-01-30,AMD_NONE,ALIGNED,TRENDING_UP,3,2,DOWN,30,-49,76,true,6,UP,29.09999999999968,UP,true
2026-02-02,AMD_NONE,CONFLICTED,TRENDING_UP,3,2,UP,24,-2,62,false,6,DOWN,19.700000000000273,UP,false
2026-02-03,AMD_NONE,ALIGNED,TRENDING_UP,3,2,DOWN,38,86,94,false,6,UP,7.800000000000029,UP,true
2026-02-04,AMD_TEXTBOOK,CONFLICTED,TRENDING_DOWN,2,3,DOWN,19,11,23,true,6,DOWN,22.400000000000198,UP,false
2026-02-05,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,1,4,UP,15,-18,49,true,6,DOWN,14.100000000000223,DOWN,true
2026-02-06,AMD_NONE,ALIGNED,TRENDING_DOWN,2,3,UP,19,44,67,false,6,UP,30.399999999999316,DOWN,false
2026-02-09,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,3,2,UP,13,-3,27,true,6,UP,55.000000000000604,DOWN,false
2026-02-10,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,9,-12,26,true,6,UP,11.200000000000099,DOWN,false
2026-02-11,AMD_NONE,ALIGNED,TRENDING_UP,3,2,DOWN,9,34,55,true,6,DOWN,6.000000000000449,UP,false
2026-02-12,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,11,-5,42,true,6,UP,9.799999999999809,UP,true
2026-02-13,AMD_NONE,ALIGNED,TRENDING_DOWN,2,3,UP,19,-28,54,true,6,DOWN,11.200000000000099,DOWN,true
2026-02-16,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,2,3,UP,9,16,27,false,6,DOWN,15.000000000000568,DOWN,true
2026-02-17,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,3,2,UP,9,-8,30,true,6,DOWN,29.40000000000054,DOWN,true
2026-02-18,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,2,3,UP,10,-12,21,true,6,DOWN,5.899999999999794,DOWN,true
2026-02-19,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,17,31,36,false,6,DOWN,2.300000000000635,UP,false
2026-02-20,AMD_SHIFTED,CONFLICTED,TRENDING_UP,4,1,UP,25,-14,42,false,6,UP,27.599999999999845,UP,true
2026-02-23,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,10,-31,45,true,6,DOWN,23.800000000000487,UP,false
2026-02-24,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,9,8,25,false,6,DOWN,10.799999999999699,DOWN,true
2026-02-25,AMD_NONE,ALIGNED,TRENDING_UP,4,1,DOWN,19,45,59,false,6,UP,22.999999999999687,UP,true
2026-02-26,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,13,2,22,false,6,DOWN,19.20000000000033,DOWN,true
2026-02-27,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,11,21,36,false,6,UP,11.999999999999789,UP,true
2026-03-02,AMD_NONE,CONFLICTED,TRENDING_UP,4,1,UP,34,2,68,true,6,DOWN,20.000000000000018,UP,false
2026-03-03,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,38,-25,46,false,6,DOWN,45.19999999999968,UP,false
2026-03-04,AMD_NONE,ALIGNED,TRENDING_UP,3,2,DOWN,18,-9,59,true,6,UP,32.10000000000046,UP,true
2026-03-05,AMD_NONE,CONFLICTED,TRENDING_UP,3,2,UP,36,-40,61,true,6,DOWN,31.599999999999405,UP,false
2026-03-06,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,47,35,39,false,6,UP,4.599999999999049,UP,true
2026-03-09,AMD_NONE,ALIGNED,TRENDING_UP,3,2,DOWN,28,41,66,true,6,UP,28.799999999999937,UP,true
2026-03-10,AMD_NONE,ALIGNED,TRENDING_UP,4,1,DOWN,19,46,66,true,6,UP,37.200000000000564,UP,true
2026-03-11,AMD_NONE,ALIGNED,TRENDING_UP,4,1,DOWN,20,44,69,true,6,UP,2.9000000000001247,UP,true
2026-03-12,AMD_NONE,ALIGNED,TRENDING_UP,4,1,DOWN,11,5,50,false,6,DOWN,48.6999999999993,UP,false
2026-03-13,AMD_NONE,CONFLICTED,TRENDING_UP,3,2,UP,22,-50,71,false,6,DOWN,33.60000000000029,UP,false
2026-03-16,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,3,2,UP,15,9,25,false,6,UP,30.400000000000425,UP,true
2026-03-17,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,24,0,46,false,6,UP,10.900000000000354,UP,true
2026-03-18,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_DOWN,2,3,DOWN,12,4,24,false,6,DOWN,36.000000000000476,DOWN,true
2026-03-19,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,3,2,UP,37,-3,32,true,6,DOWN,22.39999999999909,DOWN,true
2026-03-20,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,28,11,24,false,6,DOWN,32.69999999999995,DOWN,true
2026-03-23,AMD_NONE,CONFLICTED,TRENDING_UP,3,2,UP,23,-57,66,true,6,UP,50.39999999999934,UP,true
2026-03-24,AMD_NONE,CONFLICTED,TRENDING_DOWN,2,3,DOWN,36,-19,59,false,6,DOWN,8.80000000000103,DOWN,true
2026-03-25,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,2,3,UP,22,-28,43,true,6,DOWN,7.899999999999574,DOWN,true
2026-03-26,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_DOWN,1,4,DOWN,10,-4,25,false,6,DOWN,25.500000000000522,DOWN,true
2026-03-27,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,1,4,UP,12,3,40,true,6,DOWN,5.600000000000049,DOWN,true
2026-03-30,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,0,5,UP,10,0,31,true,6,FLAT,0,DOWN,null
2026-03-31,AMD_SHIFTED,CONFLICTED,TRENDING_DOWN,1,4,DOWN,12,21,41,true,6,FLAT,1.5999999999993797,DOWN,null
2026-04-01,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,2,3,UP,25,9,47,false,6,FLAT,1.8999999999991246,DOWN,null
2026-04-02,AMD_NONE,CONFLICTED,TRENDING_DOWN,2,3,DOWN,18,-38,75,false,6,UP,33.39999999999898,DOWN,false
2026-04-03,AMD_FAILED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,3,-2,13,false,6,DOWN,13.800000000000479,UP,false
2026-04-06,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,7,44,49,false,6,DOWN,8.00000000000023,UP,false
2026-04-07,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,3,2,UP,33,0,24,false,6,UP,2.80000000000058,UP,true
2026-04-08,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,28,-16,42,true,6,UP,25.800000000000267,UP,true
2026-04-09,AMD_FAILED,ALIGNED,TRENDING_UP,4,1,DOWN,7,-10,21,true,6,UP,52.69999999999997,UP,true
2026-04-10,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,4,1,UP,16,-20,30,false,6,UP,9.099999999999664,UP,true
2026-04-13,AMD_SHIFTED,ALIGNED,TRENDING_UP,4,1,DOWN,11,37,42,true,6,UP,15.200000000000768,UP,true
2026-04-14,AMD_COMPRESSION_BREAKOUT,,,,,UP,18,-3,27,false,1,INSUFFICIENT,0,UP,null
2026-04-15,AMD_SHIFTED,,,,,DOWN,10,14,26,false,1,INSUFFICIENT,0,,null
2026-04-16,AMD_SHIFTED,,,,,DOWN,17,8,35,false,1,INSUFFICIENT,0,,null
2026-04-17,AMD_SHIFTED,,,,,UP,10,14,19,false,1,INSUFFICIENT,0,,null
2026-04-20,AMD_FAILED,,,,,UP,10,13,33,false,1,INSUFFICIENT,0,DOWN,null
2026-04-21,AMD_SHIFTED,,,,,DOWN,9,-21,29,false,1,INSUFFICIENT,0,,null
2026-04-22,AMD_FAILED,,,,,DOWN,9,13,23,false,1,INSUFFICIENT,0,UP,null
2026-04-23,AMD_COMPRESSION_BREAKOUT,,,,,DOWN,12,0,30,false,1,INSUFFICIENT,0,DOWN,null
2026-04-24,AMD_FAILED,,,,,DOWN,7,4,21,true,1,INSUFFICIENT,0,UP,null
2026-04-27,AMD_SHIFTED,,,,,UP,13,35,36,false,1,INSUFFICIENT,0,,null
2026-04-28,AMD_COMPRESSION_BREAKOUT,,,,,DOWN,10,-13,32,false,1,INSUFFICIENT,0,DOWN,null
2026-04-29,AMD_SHIFTED,,,,,DOWN,14,-23,35,false,1,INSUFFICIENT,0,,null
2026-04-30,AMD_COMPRESSION_BREAKOUT,,,,,UP,19,0,23,false,1,INSUFFICIENT,0,UP,null
2026-05-01,AMD_FAILED,,,,,DOWN,13,-5,19,false,1,INSUFFICIENT,0,UP,null
2026-05-04,AMD_SHIFTED,,,,,UP,9,-18,29,true,1,INSUFFICIENT,0,,null
2026-05-05,AMD_SHIFTED,,,,,UP,12,-15,36,false,1,INSUFFICIENT,0,,null
2026-05-06,AMD_SHIFTED,,,,,UP,26,39,48,false,1,INSUFFICIENT,0,,null
2026-05-07,AMD_FAILED,,,,,DOWN,8,27,32,false,1,INSUFFICIENT,0,UP,null
2026-05-08,AMD_COMPRESSION_BREAKOUT,,,,,UP,17,15,31,false,1,INSUFFICIENT,0,UP,null
2026-05-11,AMD_FAILED,,,,,UP,7,6,17,false,1,INSUFFICIENT,0,DOWN,null
2026-05-12,AMD_SHIFTED,,,,,UP,8,-28,37,false,1,INSUFFICIENT,0,,null
2026-05-13,AMD_COMPRESSION_BREAKOUT,,,,,UP,11,-3,17,false,1,INSUFFICIENT,0,UP,null
2026-05-14,AMD_TEXTBOOK,,,,,UP,12,-12,24,true,1,INSUFFICIENT,0,DOWN,null
2026-05-15,AMD_NONE,,,,,DOWN,28,-47,62,false,1,INSUFFICIENT,0,,null