amd_tag,bar_index,utc_hour,utc_minute,n_days,avg_favorable,p25_favorable,p50_favorable,p75_favorable,max_favorable,avg_adverse,avg_running_peak,p75_running_peak,avg_pullback_from_peak,pct_still_advancing,pct_new_peak,hard_sl_fired_pct,trail_fired_pct_2_5,trail_fired_pct_5,trail_fired_pct_7_5,trail_fired_pct_10,trail_fired_pct_12_5,trail_fired_pct_15
AMD_TEXTBOOK,0,10,0,38,-2.71,-6.9,-0.9,2.4,9,5.54,1.26,2.4,3.97,100,34.2,7.9,0,0,0,0,0,0
AMD_TEXTBOOK,1,10,5,38,-2.53,-7.1,-1.8,3.1,10.5,5.23,1.61,3.2,4.14,57.9,28.9,7.9,0,0,0,0,0,0
AMD_TEXTBOOK,2,10,10,38,-2.73,-7.3,-2.7,1.8,9.3,5.25,1.71,3.6,4.44,50,15.8,5.3,5.3,0,0,0,0,0
AMD_TEXTBOOK,3,10,15,38,-2.48,-7.4,-1.8,2.2,11.1,5.06,1.93,3.6,4.41,44.7,15.8,10.5,5.3,0,0,0,0,0
AMD_TEXTBOOK,4,10,20,38,-2.37,-8.1,-0.4,2.7,10,4.71,2.08,3.8,4.45,44.7,10.5,7.9,10.5,0,0,0,0,0
AMD_TEXTBOOK,5,10,25,38,-2.23,-7.9,-1.3,2.8,12.9,4.4,2.32,4.3,4.55,44.7,15.8,5.3,15.8,2.6,0,0,0,0
AMD_TEXTBOOK,6,10,30,38,-1.31,-6,-0.8,3.8,18.9,4.29,2.74,4.4,4.05,68.4,15.8,2.6,15.8,2.6,0,0,0,0
AMD_TEXTBOOK,7,10,35,38,-1.42,-6.1,-1.1,2.4,21.8,3.86,2.92,4.8,4.34,57.9,7.9,2.6,26.3,5.3,0,0,0,0
AMD_TEXTBOOK,8,10,40,38,-1.62,-6,-0.2,2,22.3,3.75,2.95,4.8,4.57,36.8,7.9,2.6,34.2,7.9,2.6,0,0,0
AMD_TEXTBOOK,9,10,45,38,-1.5,-4.9,-0.8,2.3,21.3,3.68,2.98,4.8,4.47,47.4,2.6,2.6,36.8,10.5,2.6,0,0,0
AMD_TEXTBOOK,10,10,50,38,-1.13,-4.3,-1.7,2.6,15.8,3.58,3.01,4.8,4.14,63.2,5.3,0,39.5,13.2,2.6,0,0,0
AMD_TEXTBOOK,11,10,55,38,-1.05,-4.5,-1.1,2.5,15.9,3.41,3.02,4.8,4.06,47.4,2.6,0,44.7,13.2,2.6,0,0,0
AMD_TEXTBOOK,12,11,0,38,-0.7,-4.2,-0.4,3.1,18.5,3.09,3.19,4.8,3.89,63.2,10.5,0,44.7,15.8,2.6,2.6,0,0
AMD_TEXTBOOK,13,11,5,38,-0.05,-3.4,-0.1,3.1,18.1,2.7,3.36,5.1,3.41,65.8,10.5,0,47.4,15.8,2.6,2.6,0,0
AMD_TEXTBOOK,14,11,10,38,0.19,-2.7,-0.4,3.8,15.3,2.37,3.54,5.4,3.35,55.3,10.5,0,50,15.8,5.3,2.6,2.6,0
AMD_TEXTBOOK,15,11,15,38,0.51,-3.1,0.4,3.5,13.8,1.84,3.71,5.4,3.19,52.6,18.4,0,52.6,21.1,7.9,2.6,2.6,2.6
AMD_TEXTBOOK,16,11,20,38,0.85,-2.1,1.2,4.7,14.7,1.38,3.92,6.3,3.07,57.9,18.4,0,52.6,21.1,7.9,5.3,2.6,2.6
AMD_TEXTBOOK,17,11,25,38,0.85,-3,0.8,5.1,13,1.59,4.06,6.3,3.21,47.4,13.2,0,55.3,21.1,7.9,5.3,2.6,2.6
AMD_TEXTBOOK,18,11,30,38,0.77,-2.1,1.2,4.2,12.7,1.48,4.13,6.3,3.36,44.7,5.3,0,60.5,23.7,7.9,5.3,2.6,2.6
AMD_TEXTBOOK,19,11,35,38,0.93,-1.1,1.4,3.6,9.6,1.62,4.17,6.3,3.24,44.7,5.3,0,60.5,26.3,7.9,7.9,5.3,2.6
AMD_TEXTBOOK,20,11,40,38,0.8,-1,0.6,2.6,8.4,1.5,4.25,6.4,3.45,42.1,13.2,0,68.4,31.6,13.2,7.9,5.3,2.6
AMD_TEXTBOOK,21,11,45,38,1.04,-0.9,1.4,2.2,8.9,1.57,4.41,6.4,3.37,50,13.2,0,71.1,31.6,13.2,7.9,5.3,5.3
AMD_TEXTBOOK,22,11,50,38,1.3,-0.2,1.7,3,7.3,1.44,4.59,6.4,3.3,57.9,18.4,0,71.1,39.5,15.8,10.5,5.3,5.3
AMD_TEXTBOOK,23,11,55,38,1.43,0.6,1.4,2,4,1.17,4.78,6.4,3.35,52.6,21.1,0,71.1,44.7,15.8,10.5,5.3,5.3
AMD_TEXTBOOK,24,12,0,38,1.71,0.7,1.6,2,11.3,1.68,5.03,6.4,3.32,50,21.1,0,71.1,47.4,18.4,10.5,5.3,5.3
AMD_TEXTBOOK,25,12,5,38,1.55,0,1,2.6,9.8,1.53,5.16,6.8,3.61,39.5,15.8,0,78.9,47.4,23.7,10.5,5.3,5.3
AMD_TEXTBOOK,26,12,10,38,1.89,-0.2,1.8,3.3,8.6,0.97,5.45,7.3,3.56,57.9,21.1,0,78.9,55.3,23.7,10.5,5.3,5.3
AMD_TEXTBOOK,27,12,15,38,2.27,-0.8,1.8,4.6,10.8,0.71,5.81,7.8,3.54,52.6,23.7,0,81.6,57.9,26.3,13.2,5.3,5.3
AMD_TEXTBOOK,28,12,20,38,2.77,-0.1,2,4.7,19.5,0.45,6.43,9.2,3.65,55.3,26.3,0,81.6,60.5,26.3,15.8,5.3,5.3
AMD_TEXTBOOK,29,12,25,38,3.34,-0.4,1.9,5.5,29.6,-0.18,6.98,9.2,3.64,57.9,21.1,0,84.2,60.5,26.3,15.8,5.3,5.3
AMD_TEXTBOOK,30,12,30,38,6.88,1.8,4.2,8.8,51.3,0.71,9.37,10.8,2.5,76.3,39.5,2.6,84.2,60.5,28.9,18.4,5.3,5.3
AMD_TEXTBOOK,31,12,35,38,5.58,1.3,3.7,8.2,55.5,-1.7,9.84,10.8,4.27,47.4,34.2,2.6,84.2,63.2,36.8,21.1,10.5,7.9
AMD_TEXTBOOK,32,12,40,38,5.89,0.9,4.5,9.6,54.8,-1.62,10.07,11.5,4.18,63.2,26.3,2.6,84.2,63.2,36.8,21.1,10.5,7.9
AMD_TEXTBOOK,33,12,45,38,6.21,0.6,6,9.4,59.9,-2.66,10.64,12.6,4.43,52.6,34.2,5.3,86.8,65.8,39.5,23.7,10.5,7.9
AMD_TEXTBOOK,34,12,50,38,6.65,1.2,5.9,10.8,59.7,-3.05,11.13,12.9,4.48,50,26.3,5.3,86.8,65.8,39.5,23.7,10.5,7.9
AMD_TEXTBOOK,35,12,55,38,6.87,1,6.2,11.3,63.1,-3.83,11.49,12.9,4.63,55.3,26.3,5.3,86.8,65.8,44.7,23.7,10.5,7.9
AMD_TEXTBOOK,36,13,0,38,8.02,0,6.8,12.4,61.9,-3.67,12.2,13.3,4.19,60.5,34.2,7.9,86.8,68.4,44.7,23.7,10.5,7.9
AMD_TEXTBOOK,37,13,5,38,8.4,0.6,6.8,12.6,64.1,-4.22,12.83,13.9,4.43,55.3,31.6,5.3,92.1,71.1,44.7,23.7,10.5,7.9
AMD_TEXTBOOK,38,13,10,38,8.06,0.7,6.7,12.4,69.5,-4.56,13.15,13.9,5.09,39.5,18.4,7.9,92.1,73.7,44.7,23.7,10.5,7.9
AMD_TEXTBOOK,39,13,15,38,8.19,0.6,6.2,12.8,69.8,-4.13,13.45,14.4,5.26,57.9,23.7,7.9,97.4,76.3,50,28.9,10.5,7.9
AMD_TEXTBOOK,40,13,20,38,7.83,1.2,5.7,12,64.3,-3.82,13.6,14.4,5.77,44.7,10.5,7.9,97.4,78.9,50,31.6,10.5,7.9
AMD_TEXTBOOK,41,13,25,38,7.51,1,6.2,11.2,66.5,-4.35,13.72,14.4,6.21,42.1,10.5,7.9,100,84.2,52.6,31.6,10.5,10.5
AMD_TEXTBOOK,42,13,30,38,8.7,2.1,7.3,13,66.7,-3.86,14.12,16.5,5.42,73.7,21.1,10.5,100,84.2,52.6,31.6,10.5,10.5
AMD_TEXTBOOK,43,13,35,38,8.8,2.2,6.6,16,66.3,-4.07,14.45,17.3,5.65,52.6,18.4,10.5,100,84.2,55.3,34.2,13.2,13.2
AMD_TEXTBOOK,44,13,40,38,9.07,2.2,8.7,17.1,58.7,-4.81,14.99,19.2,5.93,52.6,23.7,7.9,100,84.2,57.9,34.2,13.2,13.2
AMD_TEXTBOOK,45,13,45,38,9.35,2.6,8.9,16.2,49.2,-4.76,15.25,19.2,5.89,55.3,23.7,10.5,100,84.2,60.5,34.2,15.8,15.8
AMD_TEXTBOOK,46,13,50,38,8.37,1.6,9,15.1,45.9,-3.47,15.69,19.2,7.32,36.8,28.9,7.9,100,84.2,65.8,39.5,18.4,18.4
AMD_TEXTBOOK,47,13,55,38,8.49,0.2,8.3,16.6,43.8,-4.41,16.18,19.3,7.69,55.3,28.9,7.9,100,84.2,68.4,42.1,21.1,21.1
AMD_TEXTBOOK,48,14,0,38,9.4,0.6,9,18.6,53.1,-2.17,16.54,20,7.15,55.3,26.3,15.8,100,84.2,68.4,42.1,21.1,21.1
AMD_TEXTBOOK,49,14,5,38,7.41,0.8,6.1,18.4,44.3,-2.38,16.98,21,9.56,28.9,15.8,13.2,100,86.8,71.1,42.1,26.3,23.7
AMD_TEXTBOOK,50,14,10,38,6.53,-0.4,5,16.4,42.9,-1.91,17.13,21,10.6,39.5,13.2,13.2,100,89.5,71.1,50,28.9,23.7
AMD_TEXTBOOK,51,14,15,38,6.51,-0.1,4.2,17.1,50.3,-2.01,17.55,21.9,11.04,44.7,10.5,13.2,100,89.5,78.9,50,28.9,26.3
AMD_TEXTBOOK,52,14,20,38,6.97,-0.9,5.2,18.2,54.9,-2.64,17.74,22.2,10.77,60.5,10.5,13.2,100,89.5,78.9,55.3,31.6,28.9
AMD_TEXTBOOK,53,14,25,38,7.24,-2.3,8.8,17.8,54.9,-3.34,17.85,22.3,10.61,44.7,13.2,13.2,100,92.1,78.9,57.9,34.2,28.9
AMD_TEXTBOOK,54,14,30,38,7.79,-2.3,7.4,21.7,49.1,-2.08,18.35,22.4,10.56,47.4,13.2,13.2,100,92.1,78.9,57.9,34.2,28.9
AMD_TEXTBOOK,55,14,35,38,7.3,-2.2,7.1,21.2,45.5,-2.86,18.58,23.2,11.28,44.7,7.9,13.2,100,92.1,81.6,57.9,34.2,28.9
AMD_TEXTBOOK,56,14,40,38,6.67,-2.6,6.8,21.4,45.3,-2.01,18.78,24,12.11,39.5,7.9,15.8,100,92.1,81.6,57.9,36.8,28.9
AMD_TEXTBOOK,57,14,45,38,6.99,0.2,5.4,19.6,46.1,-1.98,18.86,25.4,11.87,60.5,7.9,15.8,100,92.1,81.6,57.9,36.8,28.9
AMD_TEXTBOOK,58,14,50,38,6.81,-1.4,4.3,20,44.8,-1.47,18.98,25.4,12.17,39.5,5.3,15.8,100,94.7,81.6,63.2,39.5,28.9
AMD_TEXTBOOK,59,14,55,38,5.79,-2.4,2.8,19,46.5,-1.21,18.99,25.4,13.2,28.9,2.6,10.5,100,97.4,81.6,63.2,44.7,28.9
AMD_TEXTBOOK,60,15,0,38,6.35,-4.5,6.5,22.4,46,-1.13,19.39,26.4,13.04,52.6,13.2,15.8,100,97.4,81.6,63.2,44.7,36.8
AMD_TEXTBOOK,61,15,5,38,6.25,-5.2,8.5,21.6,44.6,-1.76,19.53,26.4,13.28,52.6,15.8,18.4,100,97.4,81.6,63.2,47.4,39.5
AMD_TEXTBOOK,62,15,10,38,7.01,-5.4,8.8,21.3,46.4,-2.89,19.88,26.4,12.87,63.2,15.8,13.2,100,97.4,81.6,63.2,47.4,39.5
AMD_TEXTBOOK,63,15,15,38,8.04,-2,8.5,23.1,49.4,-4.11,20.14,26.8,12.1,71.1,21.1,13.2,100,97.4,84.2,63.2,50,39.5
AMD_TEXTBOOK,64,15,20,38,8.45,-0.8,8.7,23.7,51.8,-4.13,20.47,26.8,12.02,57.9,15.8,7.9,100,97.4,84.2,63.2,50,39.5
AMD_TEXTBOOK,65,15,25,38,8.35,-0.6,7.9,22.5,52.2,-4.68,20.64,26.8,12.29,50,10.5,7.9,100,97.4,84.2,63.2,50,39.5
AMD_TEXTBOOK,66,15,30,38,8.75,0.8,10.9,22,52.2,-4.52,20.68,26.8,11.93,60.5,5.3,10.5,100,97.4,84.2,63.2,50,39.5
AMD_TEXTBOOK,67,15,35,38,9.05,0.2,7.1,23.3,51.6,-4.98,20.82,26.8,11.77,50,5.3,10.5,100,97.4,84.2,65.8,50,39.5
AMD_TEXTBOOK,68,15,40,38,9.1,-0.6,7.2,22,55.2,-5.12,20.94,26.8,11.84,44.7,5.3,15.8,100,97.4,84.2,65.8,50,39.5
AMD_TEXTBOOK,69,15,45,38,8.99,0.6,6.2,22.6,55,-4.92,21.08,26.8,12.09,42.1,7.9,18.4,100,97.4,84.2,65.8,50,39.5
AMD_TEXTBOOK,70,15,50,38,8.4,-0.4,8.2,23.1,54.4,-4.82,21.29,26.8,12.89,36.8,7.9,18.4,100,97.4,84.2,65.8,50,39.5
AMD_TEXTBOOK,71,15,55,38,7.99,-2.8,7.4,23.6,55.2,-4.69,21.44,26.8,13.44,36.8,7.9,18.4,100,97.4,84.2,68.4,50,39.5
AMD_COMPRESSION_BREAKOUT,0,10,0,53,1.56,0.5,1.3,2.3,5.2,1.18,1.56,2.3,0,100,96.2,0,0,0,0,0,0,0
AMD_COMPRESSION_BREAKOUT,1,10,5,53,2,0.2,2.2,3.5,7.8,1.03,2.49,3.5,0.49,54.7,54.7,0,0,0,0,0,0,0
AMD_COMPRESSION_BREAKOUT,2,10,10,53,2.08,-0.7,2.2,3.8,12.6,0.45,2.98,3.9,0.9,43.4,39.6,0,11.3,0,0,0,0,0
AMD_COMPRESSION_BREAKOUT,3,10,15,53,2.47,0.4,2.3,3.8,10.6,-0.08,3.42,4.2,0.95,58.5,37.7,0,17,0,0,0,0,0
AMD_COMPRESSION_BREAKOUT,4,10,20,53,2.85,0.2,2.6,5.1,14.7,-0.44,3.91,5.2,1.05,54.7,34,0,22.6,1.9,0,0,0,0
AMD_COMPRESSION_BREAKOUT,5,10,25,53,2.84,-0.1,3.1,5.4,18,-0.47,4.3,5.8,1.46,49.1,30.2,1.9,39.6,3.8,1.9,1.9,0,0
AMD_COMPRESSION_BREAKOUT,6,10,30,53,2.99,0.5,2.2,5.4,17.2,-0.52,4.6,6.3,1.61,52.8,28.3,0,45.3,7.5,1.9,1.9,0,0
AMD_COMPRESSION_BREAKOUT,7,10,35,53,2.92,0,2.2,5.8,18.2,-0.53,4.86,7.1,1.94,41.5,20.8,0,54.7,11.3,1.9,1.9,0,0
AMD_COMPRESSION_BREAKOUT,8,10,40,53,3.19,0.2,1.8,6.1,19.2,-0.88,5.23,7.4,2.04,52.8,26.4,1.9,58.5,13.2,3.8,3.8,0,0
AMD_COMPRESSION_BREAKOUT,9,10,45,53,3.67,0.9,2.6,6.4,20.9,-1.36,5.52,7.4,1.85,58.5,28.3,0,58.5,13.2,3.8,3.8,1.9,0
AMD_COMPRESSION_BREAKOUT,10,10,50,53,4.18,1.2,3.1,8.2,23.4,-1.75,5.97,8.8,1.79,58.5,28.3,1.9,62.3,13.2,3.8,3.8,1.9,1.9
AMD_COMPRESSION_BREAKOUT,11,10,55,53,4.5,1.6,3.4,8.2,25.8,-2.05,6.32,8.9,1.82,52.8,20.8,0,66,13.2,3.8,3.8,1.9,1.9
AMD_COMPRESSION_BREAKOUT,12,11,0,53,5.07,1.2,4.5,8,25.4,-2.26,6.81,9.2,1.74,66,39.6,0,67.9,15.1,3.8,3.8,1.9,1.9
AMD_COMPRESSION_BREAKOUT,13,11,5,53,4.94,1.2,4.5,9.2,25.8,-2.34,7.14,10,2.2,45.3,26.4,0,69.8,20.8,3.8,3.8,3.8,3.8
AMD_COMPRESSION_BREAKOUT,14,11,10,53,4.95,1.8,4.2,7.8,27.9,-2.44,7.42,10.3,2.46,47.2,28.3,0,75.5,22.6,5.7,3.8,3.8,3.8
AMD_COMPRESSION_BREAKOUT,15,11,15,53,5.12,1.8,4.1,6.9,29.6,-2.84,7.66,10.6,2.53,45.3,26.4,0,75.5,24.5,7.5,3.8,3.8,3.8
AMD_COMPRESSION_BREAKOUT,16,11,20,53,5.5,2.1,5.3,8.4,29.4,-3.08,8.03,10.6,2.53,50.9,26.4,0,77.4,30.2,7.5,5.7,3.8,3.8
AMD_COMPRESSION_BREAKOUT,17,11,25,53,6.12,2.6,4.9,9.3,28.6,-3.43,8.58,11,2.46,62.3,32.1,0,79.2,30.2,7.5,7.5,3.8,3.8
AMD_COMPRESSION_BREAKOUT,18,11,30,53,6.31,2.6,5.4,9.3,25.2,-3.52,8.94,12.6,2.63,56.6,32.1,0,83,35.8,7.5,7.5,3.8,3.8
AMD_COMPRESSION_BREAKOUT,19,11,35,53,6.54,2.2,5.2,8.9,28.6,-3.81,9.24,12.6,2.7,45.3,22.6,1.9,84.9,39.6,7.5,7.5,3.8,3.8
AMD_COMPRESSION_BREAKOUT,20,11,40,53,6.61,2.4,6.4,9.8,29.4,-3.88,9.52,12.9,2.92,49.1,22.6,1.9,84.9,41.5,7.5,7.5,3.8,3.8
AMD_COMPRESSION_BREAKOUT,21,11,45,53,6.78,2.6,5.2,11.9,28.7,-4.38,9.78,12.9,3,54.7,24.5,1.9,86.8,41.5,11.3,9.4,3.8,3.8
AMD_COMPRESSION_BREAKOUT,22,11,50,53,7.14,2.4,5.9,12,27,-4.4,10.09,13.3,2.94,58.5,28.3,0,86.8,43.4,13.2,9.4,3.8,3.8
AMD_COMPRESSION_BREAKOUT,23,11,55,53,7.04,2.8,6.1,11.2,27.1,-4.47,10.34,13.7,3.3,41.5,22.6,0,86.8,45.3,17,11.3,5.7,5.7
AMD_COMPRESSION_BREAKOUT,24,12,0,53,7.59,3.3,7.1,11.2,29.2,-4.44,10.62,13.7,3.03,60.4,24.5,1.9,90.6,45.3,17,11.3,5.7,5.7
AMD_COMPRESSION_BREAKOUT,25,12,5,53,7.55,2,7.5,11,30.4,-4.28,10.93,13.7,3.38,37.7,20.8,1.9,92.5,49.1,17,11.3,7.5,5.7
AMD_COMPRESSION_BREAKOUT,26,12,10,53,7.62,1.4,7,11.9,33.2,-4.75,11.51,14.2,3.89,58.5,28.3,1.9,92.5,52.8,22.6,11.3,7.5,7.5
AMD_COMPRESSION_BREAKOUT,27,12,15,53,7.96,1.7,7.2,12.4,35.6,-4.81,11.81,15.2,3.85,50.9,17,1.9,92.5,54.7,22.6,11.3,7.5,7.5
AMD_COMPRESSION_BREAKOUT,28,12,20,53,8.16,2.4,7,12.7,35.4,-5.09,12.02,15.2,3.86,50.9,18.9,1.9,94.3,54.7,22.6,13.2,7.5,7.5
AMD_COMPRESSION_BREAKOUT,29,12,25,53,8.2,1.6,7.3,14,37.2,-5.5,12.31,15.6,4.11,47.2,22.6,1.9,94.3,56.6,24.5,13.2,9.4,7.5
AMD_COMPRESSION_BREAKOUT,30,12,30,53,9.22,2.4,7.6,15.2,42.4,-4.38,13.11,16.9,3.88,54.7,22.6,3.8,94.3,58.5,28.3,13.2,9.4,7.5
AMD_COMPRESSION_BREAKOUT,31,12,35,53,9.05,1.7,7.6,14.8,40,-5.78,13.31,17.1,4.25,45.3,17,3.8,94.3,64.2,32.1,17,11.3,9.4
AMD_COMPRESSION_BREAKOUT,32,12,40,53,9.65,1.3,7.6,15.4,47.6,-6.05,13.81,17.1,4.17,60.4,24.5,1.9,94.3,66,34,17,13.2,9.4
AMD_COMPRESSION_BREAKOUT,33,12,45,53,10.16,1.4,7.3,16.2,51.4,-6.51,14.3,18.6,4.15,50.9,20.8,1.9,96.2,66,34,18.9,15.1,9.4
AMD_COMPRESSION_BREAKOUT,34,12,50,53,10.02,3,7.4,14.6,52.5,-6.58,14.48,18.6,4.45,43.4,15.1,1.9,98.1,69.8,35.8,18.9,15.1,11.3
AMD_COMPRESSION_BREAKOUT,35,12,55,53,10.02,3.4,7.5,13.6,55.1,-6.57,14.82,18.6,4.79,41.5,15.1,1.9,98.1,69.8,35.8,20.8,15.1,13.2
AMD_COMPRESSION_BREAKOUT,36,13,0,53,10.11,2,7.8,13.5,58.8,-6.33,15.19,18.6,5.08,49.1,17,1.9,98.1,75.5,37.7,24.5,17,13.2
AMD_COMPRESSION_BREAKOUT,37,13,5,53,10.86,2.6,9,13.1,61.6,-6.75,15.59,19.6,4.73,52.8,18.9,0,98.1,77.4,43.4,26.4,17,13.2
AMD_COMPRESSION_BREAKOUT,38,13,10,53,11.08,2.2,9.3,14.6,62.6,-7.82,15.82,19.6,4.75,58.5,22.6,0,98.1,77.4,43.4,28.3,18.9,15.1
AMD_COMPRESSION_BREAKOUT,39,13,15,53,11.18,3.6,8.2,15,67.2,-7.75,16.06,19.6,4.89,49.1,13.2,0,100,77.4,43.4,30.2,20.8,15.1
AMD_COMPRESSION_BREAKOUT,40,13,20,53,11.34,3.3,8.7,16.8,60.1,-7.99,16.45,20.4,5.11,52.8,17,0,100,79.2,43.4,35.8,20.8,17
AMD_COMPRESSION_BREAKOUT,41,13,25,53,11.65,4,9.4,18.4,58.6,-8.49,16.68,20.4,5.03,50.9,15.1,0,100,79.2,45.3,35.8,20.8,17
AMD_COMPRESSION_BREAKOUT,42,13,30,53,12.55,6,10,16.8,60.8,-7.85,16.96,20.4,4.41,60.4,20.8,0,100,83,47.2,35.8,20.8,17
