trade_date,amd_tag,predicted_direction,daily_bias_alignment,judas_direction,reversal_confirmed,asian_range_bucket,asian_range_pips,entry_hour,exit_hour,bars_in_gate,reference_price,mfe_pips,mfe_bar_index,mfe_hour,mae_pips,mae_bar_index,mae_hour,close_pips,giveback_to_close_pips,max_giveback_from_peak_pips,rev_2.5_hit,rev_2.5_bar,rev_2.5_peak_before,rev_5_hit,rev_5_bar,rev_5_peak_before,rev_7.5_hit,rev_7.5_bar,rev_7.5_peak_before,rev_10_hit,rev_10_bar,rev_10_peak_before,rev_12.5_hit,rev_12.5_bar,rev_12.5_peak_before,rev_15_hit,rev_15_bar,rev_15_peak_before
2025-12-30,AMD_COMPRESSION_BREAKOUT,DOWN,ALIGNED,DOWN,false,25_40,26,10,13,48,0.67046,12.2,47,13,7.7,7,10,10.2,2,7.8,true,1,0.1,true,4,0.1,true,7,0.1,false,,,false,,,false,,
2025-12-31,AMD_FAILED,UP,ALIGNED,DOWN,false,LT_25,19,11,12,24,0.66796,10.4,16,12,0.7,0,11,7.8,2.6,5.4,true,4,5.2,true,21,10.4,false,,,false,,,false,,,false,,
2026-01-02,AMD_TEXTBOOK,DOWN,CONFLICTED,UP,true,25_40,25,12,13,24,0.6691,4.2,23,13,4.8,14,13,3,1.2,7.3,true,1,0.6,true,4,0.6,false,,,false,,,false,,,false,,
2026-01-06,AMD_SHIFTED,UP,ALIGNED,DOWN,false,25_40,36,12,13,24,0.67184,9.4,23,13,2.7,8,12,8.5,0.9,7.1,true,5,4.4,true,8,4.4,false,,,false,,,false,,,false,,
2026-01-07,AMD_NONE,UP,ALIGNED,DOWN,false,GTE_40,50,10,11,24,0.6738,3.4,16,11,3,6,10,0.8,2.6,6.2,true,1,3.2,true,5,3.2,false,,,false,,,false,,,false,,
2026-01-08,AMD_SHIFTED,UP,CONFLICTED,UP,true,25_40,35,12,13,24,0.6697,2.8,10,12,7.7,22,13,-4.2,7,10.5,true,11,2.8,true,18,2.8,true,22,2.8,true,22,2.8,false,,,false,,
2026-01-09,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,true,LT_25,20,12,13,24,0.66828,15.1,18,13,20.7,20,13,-7,22.1,35.8,true,3,5.2,true,17,8.8,true,18,15.1,true,18,15.1,true,18,15.1,true,18,15.1
2026-01-12,AMD_COMPRESSION_BREAKOUT,UP,ALIGNED,UP,false,LT_25,24,10,13,48,0.6707,11.1,40,13,3.3,1,10,8.6,2.5,8.4,true,0,0.1,true,22,5.4,true,24,5.4,false,,,false,,,false,,
2026-01-13,AMD_FAILED,UP,CONFLICTED,DOWN,true,LT_25,15,11,12,24,0.66984,6.5,11,11,0.8,2,11,1.4,5.1,5.6,true,13,6.5,true,20,6.5,false,,,false,,,false,,,false,,
2026-01-14,AMD_COMPRESSION_BREAKOUT,DOWN,CONFLICTED,DOWN,false,25_40,25,10,13,48,0.6696,20.4,38,13,0.5,0,10,16.7,3.7,7.4,true,0,3.2,true,24,16.6,false,,,false,,,false,,,false,,
2026-01-15,AMD_TEXTBOOK,DOWN,ALIGNED,UP,true,LT_25,19,12,13,24,0.66971,21.3,23,13,1.3,0,12,19.3,2,5.2,true,5,2.9,true,18,16.5,false,,,false,,,false,,,false,,
2026-01-16,AMD_FAILED,DOWN,ALIGNED,UP,true,LT_25,12,11,12,24,0.67061,7.5,23,12,2.9,3,11,6.3,1.2,3.8,true,2,0.1,false,,,false,,,false,,,false,,,false,,
2026-01-19,AMD_COMPRESSION_BREAKOUT,UP,ALIGNED,UP,false,LT_25,24,10,13,48,0.6697,11,38,13,0,0,10,8.6,2.4,6.8,true,9,7.1,true,11,8.9,false,,,false,,,false,,,false,,
2026-01-20,AMD_SHIFTED,UP,ALIGNED,DOWN,true,25_40,38,12,13,24,0.67354,3,18,13,10.1,18,13,-5.2,8.2,13.1,true,1,0.9,true,6,2.8,true,6,2.8,true,17,2.8,true,18,3,false,,
2026-01-21,AMD_COMPRESSION_BREAKOUT,UP,CONFLICTED,UP,false,25_40,28,10,13,48,0.67474,26,46,13,3.8,7,10,23.7,2.3,7.3,true,2,1,true,40,23.5,false,,,false,,,false,,,false,,
2026-01-22,AMD_NONE,UP,ALIGNED,DOWN,true,GTE_40,57,10,11,24,0.68021,2.9,11,10,6.3,4,10,0.5,2.4,8,true,1,1.7,true,3,1.7,true,4,1.7,false,,,false,,,false,,
2026-01-23,AMD_COMPRESSION_BREAKOUT,UP,CONFLICTED,UP,false,LT_25,18,10,13,48,0.684,27.4,37,13,5.6,1,10,10,17.4,18,true,0,0.5,true,1,0.5,true,42,27.4,true,45,27.4,true,46,27.4,true,46,27.4
2026-01-26,AMD_TEXTBOOK,DOWN,CONFLICTED,UP,true,LT_25,22,12,13,24,0.69211,13.7,13,13,5.3,0,12,3.5,10.2,10.5,true,4,1,true,12,12.4,true,21,13.7,true,22,13.7,false,,,false,,
2026-01-27,AMD_TEXTBOOK,UP,ALIGNED,DOWN,true,LT_25,22,12,13,24,0.69316,21,13,13,0.4,0,12,13.4,7.6,12.6,true,1,3.4,true,4,12.8,true,15,21,true,17,21,true,22,21,false,,
2026-01-28,AMD_SHIFTED,UP,CONFLICTED,UP,false,GTE_40,42,12,13,24,0.7002,6.3,5,12,10,16,13,-5.8,12.1,16.3,true,0,0.2,true,5,6.3,true,8,6.3,true,14,6.3,true,16,6.3,true,16,6.3
2026-01-29,AMD_NONE,UP,ALIGNED,DOWN,false,GTE_40,73,10,11,24,0.70562,0.9,0,10,29,12,11,-17.8,18.7,29.9,true,0,0.9,true,1,0.9,true,2,0.9,true,3,0.9,true,6,0.9,true,7,0.9
2026-01-30,AMD_NONE,UP,ALIGNED,DOWN,true,GTE_40,76,10,11,24,0.69759,48.5,23,11,0.1,0,10,47.5,1,13.4,true,0,8.6,true,0,8.6,true,0,8.6,true,22,44.1,true,22,44.1,false,,
2026-02-02,AMD_NONE,UP,CONFLICTED,UP,false,GTE_40,62,10,11,24,0.69643,6.4,19,11,16.2,9,10,-7.1,13.5,20.3,true,0,3.5,true,0,3.5,true,4,4.1,true,5,4.1,true,7,4.1,true,7,4.1
2026-02-03,AMD_NONE,UP,ALIGNED,DOWN,false,GTE_40,94,10,11,24,0.70062,7.4,1,10,8.8,12,11,-6.8,14.2,16.2,true,0,3.2,true,1,7.4,true,3,7.4,true,8,7.4,true,12,7.4,true,12,7.4
2026-02-04,AMD_TEXTBOOK,UP,CONFLICTED,DOWN,true,LT_25,23,12,13,24,0.70209,15.1,23,13,0.7,0,12,12.1,3,10.9,true,0,3.2,true,10,13.1,true,12,13.1,true,18,13.1,false,,,false,,
2026-02-05,AMD_SHIFTED,DOWN,ALIGNED,UP,true,GTE_40,49,12,13,24,0.69808,18,8,12,5,0,12,11.3,6.7,18.4,true,0,5.3,true,0,5.3,true,0,5.3,true,0,5.3,true,14,18,true,18,18
2026-02-06,AMD_NONE,DOWN,ALIGNED,UP,false,GTE_40,67,10,11,24,0.69757,8.7,5,10,11.8,23,11,-10.1,18.8,20.5,true,0,2.3,true,6,8.7,true,7,8.7,true,12,8.7,true,17,8.7,true,20,8.7
2026-02-09,AMD_TEXTBOOK,DOWN,CONFLICTED,UP,true,25_40,27,12,13,24,0.70361,0,0,12,26.1,17,13,-20.5,20.5,26.1,false,,,false,,,false,,,false,,,false,,,false,,
2026-02-10,AMD_TEXTBOOK,DOWN,ALIGNED,UP,true,25_40,26,12,13,24,0.7074,9.2,10,12,5.6,19,13,-0.8,10,14.8,true,1,1.4,true,3,2,true,18,9.2,true,18,9.2,true,18,9.2,false,,
2026-02-11,AMD_NONE,UP,ALIGNED,DOWN,true,GTE_40,55,10,11,24,0.7114,10,11,10,5,0,10,-2.2,12.2,13,true,0,0.2,true,0,0.2,true,13,10,true,20,10,true,20,10,false,,
2026-02-12,AMD_SHIFTED,UP,ALIGNED,DOWN,true,GTE_40,42,12,13,24,0.71289,12.3,22,13,11.1,10,12,12.1,0.2,13.7,true,1,2.5,true,7,2.6,true,8,2.6,true,8,2.6,true,10,2.6,false,,
2026-02-13,AMD_NONE,DOWN,ALIGNED,UP,true,GTE_40,54,10,11,24,0.7072,26.6,22,11,1.1,0,10,21.6,5,7.7,true,0,1.6,true,1,5.7,true,19,24.6,false,,,false,,,false,,
2026-02-16,AMD_SHIFTED,DOWN,ALIGNED,UP,false,25_40,27,12,13,24,0.70834,3.2,15,13,4.7,13,13,0.1,3.1,6.9,true,1,1.4,true,12,2.2,false,,,false,,,false,,,false,,
2026-02-17,AMD_TEXTBOOK,DOWN,CONFLICTED,UP,true,25_40,30,12,13,24,0.70618,19.3,20,13,4.7,3,12,16.8,2.5,17.5,true,0,3,true,1,3,true,3,3,true,22,19.3,true,22,19.3,true,22,19.3
2026-02-18,AMD_SHIFTED,DOWN,ALIGNED,UP,true,LT_25,21,12,13,24,0.7071,14.8,23,13,7.1,3,12,14.8,0,7.1,true,9,0.2,true,13,2.2,false,,,false,,,false,,,false,,
2026-02-19,AMD_SHIFTED,UP,ALIGNED,DOWN,false,25_40,36,12,13,24,0.70462,9.3,6,12,9.6,14,13,6.6,2.7,18.9,true,0,0.8,true,6,9.3,true,9,9.3,true,10,9.3,true,12,9.3,true,13,9.3
2026-02-20,AMD_SHIFTED,UP,CONFLICTED,UP,false,GTE_40,42,12,13,24,0.70474,8.7,18,13,7.2,21,13,4.6,4.1,15.9,true,0,3,true,0,3,true,6,4,true,18,8.7,true,18,8.7,true,20,8.7
2026-02-23,AMD_SHIFTED,UP,CONFLICTED,UP,true,GTE_40,45,12,13,24,0.70706,0.2,0,12,14.6,5,12,-2.4,2.6,14.8,true,0,0.2,true,1,0.2,true,2,0.2,true,4,0.2,true,4,0.2,false,,
2026-02-24,AMD_COMPRESSION_BREAKOUT,DOWN,ALIGNED,DOWN,false,25_40,25,10,13,48,0.70634,31.2,46,13,2.1,0,10,28.8,2.4,8.4,true,2,1.6,true,35,26.2,true,36,26.2,false,,,false,,,false,,
2026-02-25,AMD_NONE,UP,ALIGNED,DOWN,false,GTE_40,59,10,11,24,0.70862,4.6,5,10,13.2,17,11,-5.8,10.4,17.8,true,0,2.6,true,6,4.6,true,6,4.6,true,12,4.6,true,14,4.6,true,15,4.6
2026-02-26,AMD_COMPRESSION_BREAKOUT,DOWN,ALIGNED,DOWN,false,LT_25,22,10,13,48,0.71186,9.4,24,12,5.7,41,13,7.6,1.8,15.1,true,2,3.5,true,12,7.2,true,13,7.2,true,30,9.4,true,40,9.4,true,41,9.4
2026-02-27,AMD_SHIFTED,UP,ALIGNED,DOWN,false,25_40,36,12,13,24,0.71075,7.3,4,12,20.9,20,13,-9.4,16.7,28.2,true,0,1.7,true,4,7.3,true,8,7.3,true,9,7.3,true,12,7.3,true,18,7.3
2026-03-02,AMD_NONE,UP,CONFLICTED,UP,true,GTE_40,68,10,11,24,0.70786,19.2,4,10,0,0,10,5.4,13.8,19.2,true,0,9.6,true,0,9.6,true,0,9.6,true,10,19.2,true,13,19.2,true,13,19.2
2026-03-03,AMD_SHIFTED,UP,ALIGNED,DOWN,false,GTE_40,46,12,13,24,0.70264,19.6,4,12,25.8,22,13,-15,34.6,45.4,true,0,0.4,true,0,0.4,true,1,7.8,true,1,7.8,true,4,19.6,true,7,19.6
2026-03-04,AMD_NONE,UP,ALIGNED,DOWN,true,GTE_40,59,10,11,24,0.7039,34.5,2,10,0,0,10,10.8,23.7,32.3,true,0,6,true,0,6,true,1,33.6,true,1,33.6,true,1,33.6,true,1,33.6
2026-03-05,AMD_NONE,UP,CONFLICTED,UP,true,GTE_40,61,10,11,24,0.70448,13.6,15,11,4.6,5,10,4.4,9.2,15.3,true,0,3.4,true,0,3.4,true,3,4.1,true,12,9.8,true,18,13.6,true,20,13.6
2026-03-06,AMD_SHIFTED,UP,ALIGNED,DOWN,false,25_40,39,12,13,24,0.69933,35.3,18,13,11.8,23,13,-9.5,44.8,47.1,true,0,1.8,true,0,1.8,true,3,9.7,true,11,16.7,true,18,35.3,true,18,35.3
2026-03-09,AMD_NONE,UP,ALIGNED,DOWN,true,GTE_40,66,10,11,24,0.70156,10.2,15,11,8.2,10,10,-1.7,11.9,14.8,true,0,6.6,true,0,6.6,true,0,6.6,true,0,6.6,true,4,6.6,false,,
2026-03-10,AMD_NONE,UP,ALIGNED,DOWN,true,GTE_40,66,10,11,24,0.71124,12.6,22,11,13.5,7,10,8,4.6,21,true,0,0.4,true,0,0.4,true,7,7.5,true,7,7.5,true,7,7.5,true,7,7.5
2026-03-11,AMD_NONE,UP,ALIGNED,DOWN,true,GTE_40,69,10,11,24,0.71467,25.3,22,11,0,0,10,11.5,13.8,14.4,true,0,7.1,true,0,7.1,true,20,22.5,true,21,22.5,true,23,25.3,false,,
2026-03-12,AMD_NONE,UP,ALIGNED,DOWN,false,GTE_40,50,10,11,24,0.71373,11,20,11,9.3,3,10,-0.5,11.5,12.5,true,1,1.3,true,1,1.3,true,3,1.3,true,3,1.3,false,,,false,,
2026-03-13,AMD_NONE,UP,CONFLICTED,UP,false,GTE_40,71,10,11,24,0.70359,14.1,23,11,3.9,14,11,13.6,0.5,16.7,true,0,5.4,true,0,5.4,true,5,7.8,true,9,10.9,true,13,12.8,true,14,12.8
2026-03-16,AMD_COMPRESSION_BREAKOUT,UP,CONFLICTED,UP,false,25_40,25,10,13,48,0.70248,48.4,47,13,2,0,10,47.4,1,8.6,true,0,2.2,true,1,4.8,true,35,34,false,,,false,,,false,,
2026-03-17,AMD_SHIFTED,UP,CONFLICTED,UP,false,GTE_40,46,12,13,24,0.70796,38.8,16,13,2.4,0,12,31.5,7.3,11.4,true,0,8.1,true,0,8.1,true,0,8.1,true,0,8.1,false,,,false,,
2026-03-18,AMD_COMPRESSION_BREAKOUT,DOWN,CONFLICTED,DOWN,false,LT_25,24,10,13,48,0.71128,67.2,39,13,0.1,0,10,46.4,20.8,21.4,true,1,3.4,true,14,10.6,true,15,10.6,true,17,20.4,true,17,20.4,true,32,47.6
2026-03-19,AMD_TEXTBOOK,DOWN,CONFLICTED,UP,true,25_40,32,12,13,24,0.70428,43,14,13,0.2,0,12,3.2,39.8,43.1,true,0,11.3,true,0,11.3,true,0,11.3,true,0,11.3,true,8,31.7,true,15,43
2026-03-20,AMD_COMPRESSION_BREAKOUT,DOWN,ALIGNED,DOWN,false,LT_25,24,10,13,48,0.7065,22.7,47,13,22.1,30,12,22.1,0.6,34.7,true,0,5.2,true,0,5.2,true,6,12.6,true,7,12.6,true,8,12.6,true,12,12.6
2026-03-23,AMD_NONE,UP,CONFLICTED,UP,true,GTE_40,66,10,11,24,0.69427,101.1,14,11,32,8,10,42.7,58.4,104.2,true,0,2,true,0,2,true,2,2,true,3,2,true,3,2,true,3,2
2026-03-24,AMD_NONE,DOWN,CONFLICTED,DOWN,false,GTE_40,59,10,11,24,0.69732,16.6,22,11,7.2,14,11,4,12.6,17.1,true,0,8.4,true,0,8.4,true,0,8.4,true,3,8.4,true,3,8.4,true,13,8.4
2026-03-25,AMD_SHIFTED,DOWN,ALIGNED,UP,true,GTE_40,43,12,13,24,0.69666,19.8,23,13,6.4,1,12,18.7,1.1,17.8,true,1,1.2,true,1,1.2,true,1,1.2,true,3,9.4,true,3,9.4,true,12,15.6
2026-03-26,AMD_COMPRESSION_BREAKOUT,DOWN,CONFLICTED,DOWN,false,25_40,25,10,13,48,0.69367,35.2,32,12,4.3,1,10,12.1,23.1,27.6,true,0,2.9,true,1,2.9,true,25,28.5,true,25,28.5,true,38,35.2,true,38,35.2
2026-03-27,AMD_SHIFTED,DOWN,ALIGNED,UP,true,GTE_40,40,12,13,24,0.6888,11.2,19,13,9.7,21,13,2,9.2,20.9,true,0,4.6,true,0,4.6,true,8,6.8,true,20,11.2,true,21,11.2,true,21,11.2
2026-03-30,AMD_TEXTBOOK,DOWN,ALIGNED,UP,true,25_40,31,12,13,24,0.68598,17.8,23,13,5.9,7,12,16.8,1,10.5,true,1,2,true,3,4.6,true,5,4.6,true,7,4.6,false,,,false,,
2026-03-31,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,true,GTE_40,41,12,13,24,0.68832,12.2,12,13,7.2,1,12,-1.1,13.3,16,true,2,7.6,true,2,7.6,true,2,7.6,true,2,7.6,true,2,7.6,true,5,10.1
2026-04-01,AMD_SHIFTED,DOWN,ALIGNED,UP,false,GTE_40,47,12,13,24,0.69542,20.6,13,13,8.5,9,12,11.3,9.3,22,true,0,0.1,true,4,7,true,8,10.2,true,8,10.2,true,8,10.2,true,8,10.2
2026-04-02,AMD_NONE,DOWN,CONFLICTED,DOWN,false,GTE_40,75,10,11,24,0.68766,16.8,15,11,0.4,0,10,10.4,6.4,7.4,true,0,3.4,true,1,7.2,false,,,false,,,false,,,false,,
2026-04-03,AMD_FAILED,UP,CONFLICTED,DOWN,false,LT_25,13,11,12,24,0.69064,5.2,17,12,12.4,18,12,-6.6,11.8,17.6,true,7,3.3,true,18,5.2,true,18,5.2,true,18,5.2,true,18,5.2,true,18,5.2
2026-04-06,AMD_SHIFTED,UP,CONFLICTED,UP,false,GTE_40,49,12,13,24,0.69284,5.4,19,13,5.5,4,12,2.8,2.6,7.9,true,1,2.4,true,3,2.4,true,4,2.4,false,,,false,,,false,,
2026-04-07,AMD_COMPRESSION_BREAKOUT,UP,CONFLICTED,UP,false,LT_25,24,10,13,48,0.69404,6.7,35,12,16,10,10,-11.6,18.3,19.2,true,0,3.2,true,1,3.2,true,1,3.2,true,1,3.2,true,1,3.2,true,1,3.2
2026-04-08,AMD_SHIFTED,UP,ALIGNED,DOWN,true,GTE_40,42,12,13,24,0.70543,24,13,13,9.9,4,12,1.1,22.9,29.3,true,0,2.3,true,1,6.1,true,3,9.7,true,3,9.7,true,4,9.7,true,4,9.7
2026-04-09,AMD_FAILED,UP,ALIGNED,DOWN,true,LT_25,21,11,12,24,0.70297,16.4,12,12,0.5,0,11,11.6,4.8,12.2,true,0,2.5,true,13,16.4,true,18,16.4,true,21,16.4,false,,,false,,
2026-04-10,AMD_COMPRESSION_BREAKOUT,UP,CONFLICTED,UP,false,25_40,30,10,13,48,0.70677,20.3,42,13,4.5,3,10,10.5,9.8,14.4,true,0,0.7,true,3,0.7,true,30,15.9,true,45,20.3,true,46,20.3,false,,
2026-04-13,AMD_SHIFTED,UP,ALIGNED,DOWN,true,GTE_40,42,12,13,24,0.70352,27.4,22,13,5.8,0,12,22.2,5.2,11.5,true,0,0.4,true,0,0.4,true,21,24.9,true,21,24.9,false,,,false,,
2026-04-14,AMD_COMPRESSION_BREAKOUT,UP,NULL,UP,false,25_40,27,10,13,48,0.71134,26.2,36,13,0,0,10,24.5,1.7,9.9,true,1,6.6,true,1,6.6,true,19,14.1,false,,,false,,,false,,
2026-04-20,AMD_FAILED,DOWN,NULL,UP,false,25_40,33,11,12,24,0.71566,3.9,2,11,8,9,11,-1.8,5.7,11.9,true,0,3.2,true,4,3.9,true,6,3.9,true,9,3.9,false,,,false,,
2026-04-22,AMD_FAILED,UP,NULL,DOWN,false,LT_25,23,11,12,24,0.71621,0.5,4,11,15.7,20,12,-13.7,14.2,16.2,true,0,0.2,true,5,0.5,true,8,0.5,true,11,0.5,true,11,0.5,true,19,0.5
2026-04-23,AMD_COMPRESSION_BREAKOUT,DOWN,NULL,DOWN,false,25_40,30,10,13,48,0.71473,14.2,8,10,7.5,22,11,0.3,13.9,21.7,true,0,0.9,true,8,14.2,true,16,14.2,true,20,14.2,true,21,14.2,true,21,14.2
2026-04-24,AMD_FAILED,UP,NULL,DOWN,true,LT_25,21,11,12,24,0.71344,17.6,6,11,4,21,12,1.2,16.4,21.6,true,0,4.8,true,0,4.8,true,1,9.9,true,1,9.9,true,15,17.6,true,20,17.6
2026-04-28,AMD_COMPRESSION_BREAKOUT,DOWN,NULL,DOWN,false,25_40,32,10,13,48,0.7175,24,24,12,1.5,0,10,4.2,19.8,24.8,true,4,6,true,18,18.6,true,28,24,true,28,24,true,35,24,true,36,24
2026-04-30,AMD_COMPRESSION_BREAKOUT,UP,NULL,UP,false,LT_25,23,10,13,48,0.71452,23.5,46,13,4.8,2,10,17.1,6.4,22.5,true,1,3.5,true,2,3.5,true,2,3.5,true,20,21.9,true,22,21.9,true,24,21.9
2026-05-01,AMD_FAILED,UP,NULL,DOWN,false,LT_25,19,11,12,24,0.71904,18.2,17,12,0.5,0,11,12.3,5.9,10.2,true,1,2.7,true,3,8.9,true,14,16.8,true,14,16.8,false,,,false,,
2026-05-07,AMD_FAILED,UP,NULL,DOWN,false,25_40,32,11,12,24,0.72562,3.8,12,12,5.6,16,12,-3.4,7.2,9.4,true,1,1.8,true,3,1.8,true,16,3.8,false,,,false,,,false,,
2026-05-08,AMD_COMPRESSION_BREAKOUT,UP,NULL,UP,false,25_40,31,10,13,48,0.72342,14.9,31,12,6.2,30,12,9.3,5.6,20,true,0,2,true,11,7.4,true,11,7.4,true,26,7.4,true,30,13.5,true,30,13.5
2026-05-11,AMD_FAILED,DOWN,NULL,UP,false,LT_25,17,11,12,24,0.72426,4.9,21,12,6,6,11,-0.8,5.7,6.5,true,11,2.9,true,16,3.5,false,,,false,,,false,,,false,,
2026-05-13,AMD_COMPRESSION_BREAKOUT,UP,NULL,UP,false,LT_25,17,10,13,48,0.7245,8.4,19,11,8.9,30,12,1.8,6.6,17.3,true,2,2.4,true,2,2.4,true,28,8.4,true,29,8.4,true,30,8.4,true,30,8.4
2026-05-14,AMD_TEXTBOOK,DOWN,NULL,UP,true,LT_25,24,12,13,24,0.7239,19.2,20,13,4.2,4,12,18.4,0.8,11.1,true,0,1.8,true,1,1.8,true,21,19.2,true,21,19.2,false,,,false,,
2026-05-18,AMD_SHIFTED,DOWN,ALIGNED,UP,false,GTE_40,40,12,13,24,0.71603,1.5,0,12,24.2,9,12,-13.1,14.6,25.7,true,0,1.5,true,0,1.5,true,1,1.5,true,6,1.5,true,7,1.5,true,7,1.5
2026-05-19,AMD_SHIFTED,DOWN,CONFLICTED,DOWN,false,GTE_40,48,12,13,24,0.71166,16,19,13,6.5,5,12,7.2,8.8,11.8,true,0,2.4,true,2,2.4,true,5,2.4,true,23,16,false,,,false,,